episode,task,r_gt_error_type,r_error_type,Loc,Exp,r_gt_failure_reason,r_pred_failure_reason,r_gt_failure_step,r_pred_failure_step,rp_task_plan,rp_llm_plan,gt_plan,taxonomy_code,notes
makeCoffee-6,makeCoffee,planning,execution,True,True,"The robot mis-identified bowl as mug, as a result, the bowl cannot be put inside the coffee machine.","At 00:23, the robot attempted to pick up the mug but instead grasped a bowl, as shown by the observation that the bowl was in the gripper. The failure was likely caused by misidentifying or mislocalizing the mug during the earlier moves at 00:01 and 00:20, leading it to the wrong object.",00:23,"['00:23', '00:01', '00:20']","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_on, Mug, SinkBasin)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(pour, Mug, Sink)', '(navigate_to_obj, CoffeeMachine)', '(put_in, Mug, CoffeeMachine)', '(toggle_on, CoffeeMachine)', '(toggle_off, CoffeeMachine)', '(pick_up, Mug)', '(put_on, Mug, CounterTop)']","[{'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_in', 'obj1': 'Mug', 'obj2': 'CoffeeMachine'}, {'action': 'toggle_on', 'obj1': 'CoffeeMachine', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'CoffeeMachine', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Mug', 'obj2': None}, {'action': 'put_on', 'obj1': 'Mug', 'obj2': 'CounterTop'}]","['(navigate_to_obj, Mug)', '(pick_up, Mug)', '(navigate_to_obj, Sink)', '(put_on, Mug, SinkBasin)', '(toggle_on, Faucet)', '(toggle_off, Faucet)', '(pick_up, Mug)', '(pour, Mug, Sink)', '(navigate_to_obj, CoffeeMachine)', '(put_in, Mug, CoffeeMachine)', '(toggle_on, CoffeeMachine)', '(toggle_off, CoffeeMachine)', '(pick_up, Mug)', '(put_on, Mug, CounterTop)']",RSN-PLAN,
makeCoffee-9,makeCoffee,execution,execution,False,True,"The robot plan should not use a bowl instead of a mug or cup to make coffee. As a result, the bowl cannot be put inside the coffee machine.","At 00:50, the robot failed to place the bowl into the coffee machine—the observation still shows the bowl inside the gripper after the “Put bowl in coffee machine” action. The likely cause is that the robot was using the wrong object for the coffee-making task, and the coffee machine was also still turned off at 00:47–00:50.",00:23,"['00:50', '00:47–00:50']","['(pick_up, Bowl)', '(navigate_to_obj, CoffeeMachine)', '(put_in, Bowl, CoffeeMachine)', '(toggle_on, CoffeeMachine)', '(toggle_off, CoffeeMachine)', '(pick_up, Bowl)', '(put_on, Bowl, CounterTop)']","[{'action': 'pick_up', 'obj1': 'Cup', 'obj2': None}, {'action': 'put_in', 'obj1': 'Cup', 'obj2': 'Sink'}, {'action': 'toggle_on', 'obj1': 'Faucet', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'Faucet', 'obj2': None}, {'action': 'pour', 'obj1': 'Cup', 'obj2': 'Sink'}, {'action': 'pick_up', 'obj1': 'Cup', 'obj2': None}, {'action': 'put_in', 'obj1': 'Cup', 'obj2': 'CoffeeMachine'}, {'action': 'toggle_on', 'obj1': 'CoffeeMachine', 'obj2': None}, {'action': 'toggle_off', 'obj1': 'CoffeeMachine', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Cup', 'obj2': None}, {'action': 'put_on', 'obj1': 'Cup', 'obj2': 'CounterTop'}]","['(pick_up, Bowl)', '(navigate_to_obj, CoffeeMachine)', '(put_in, Bowl, CoffeeMachine)', '(toggle_on, CoffeeMachine)', '(toggle_off, CoffeeMachine)', '(pick_up, Bowl)', '(put_on, Bowl, CounterTop)']",EXEC-SIM,
makeSalad-10,makeSalad,execution,execution,False,False,"Failed to successfully execute (pick_up, TomatoSliced)","At 02:38, the robot attempted to put the lettuce slice into the bowl, but the slice ended up still on the countertop “above bowl” instead of inside it, while the gripper became empty. The failure was caused by an inaccurate placement/drop near the bowl after picking up the lettuce slice at 02:35, so the salad ingredient was misplaced rather than deposited into the bowl.",['02:45'],"['02:38', '02:35']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'TomatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'TomatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",CTX-AFFORD,
makeSalad-1,makeSalad,execution,execution,True,True,Wrong order - knife is put on countertop before slicing tomato,"At 02:05, the robot attempted to slice the potato even though it had just put the knife down at 02:04, so the gripper was empty and the slice action could not be executed. The failure was caused by performing a cutting action without holding the required tool.","['02:04', '02:05']","['02:05', '02:04']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(slice_obj, Potato)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Potato', 'obj2': None}, {'action': 'put_on', 'obj1': 'Potato', 'obj2': 'CounterTop'}, {'action': 'pick_up', 'obj1': 'Knife', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Potato', 'obj2': None}, {'action': 'put_on', 'obj1': 'Knife', 'obj2': 'CounterTop'}, {'action': 'pick_up', 'obj1': 'Potato', 'obj2': None}, {'action': 'put_in', 'obj1': 'Potato', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(slice_obj, Potato)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",CTX-AFFORD,
makeSalad-5,makeSalad,execution,execution,False,False,Missing step - slice potato,"At 02:30, the robot attempted to put the lettuce slice into the bowl, but the slice ended up above/on the countertop near the bowl instead of inside it. The failure was likely caused by inaccurate placement/alignment around the crowded bowl area after slicing (seen from 02:17–02:27, with knife and other ingredients close by), so the drop missed the bowl.",['02:42'],"['02:17–02:27', '02:30']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'TomatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'TomatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(pick_up, Potato)', '(put_in, Potato, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",PER-SPATIAL,
makeSalad-3,makeSalad,execution,execution,True,True,Wrong plan - apple instead of tomato,"At 02:20, the robot attempted to put the apple slice into the bowl, but the observation shows the apple slice ended up back on the first countertop while the gripper became empty, so the placement failed. The likely cause is a misplacement/drop during the transfer to the bowl, and there is also evidence of inconsistent state tracking earlier since slices that were previously reported in the bowl still appear on the countertop.","['00:46', '01:56', '02:20']",['02:20'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Apple)', '(pick_up, Apple)', '(navigate_to_obj, Bowl)', '(put_on, Apple, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Apple)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, AppleSliced)', '(put_in, AppleSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_on', 'obj1': 'Bowl', 'obj2': 'CounterTop-1'}, {'action': 'pick_up', 'obj1': 'Tomato', 'obj2': None}, {'action': 'slice_obj', 'obj1': 'Tomato', 'obj2': None}, {'action': 'pick_up', 'obj1': 'LettuceSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'LettuceSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'PotatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'PotatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Tomato', 'obj2': None}, {'action': 'put_in', 'obj1': 'Tomato', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Apple)', '(pick_up, Apple)', '(navigate_to_obj, Bowl)', '(put_on, Apple, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Apple)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, AppleSliced)', '(put_in, AppleSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",PER-SPATIAL,
makeSalad-7,makeSalad,execution,planning,False,True,"Missing (pick_up, LettuceSliced), (put_in, LettuceSliced, Bowl)","The plan never put the lettuce slice into the bowl, so the salad in the fridge was missing lettuce. Although the bowl, tomato, and potato ended up in the fridge, the lettuce slice was left on the countertop, so the goal condition was not satisfied.",['187'],['01:55'],"['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'pick_up', 'obj1': 'LettuceSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'LettuceSliced', 'obj2': 'Bowl'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",CTX-AFFORD,
makeSalad-6,makeSalad,execution,execution,False,True,"Failed to successfully execute (pick_up, Bowl)","At 03:00, the robot failed to pick up the bowl—the observation still shows the bowl on the first countertop and the gripper empty after the pickup attempt. The likely cause is that the salad ingredients were not fully transferred into the bowl earlier (e.g., at 02:25 and 02:31 potato and tomato slices are still reported on the countertop as well as in the bowl), suggesting misplacement/perception errors that left the scene cluttered and may have interfered with grasping.",['180'],"['03:00', '02:25', '02:31']","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']","[{'action': 'pick_up', 'obj1': 'LettuceSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'LettuceSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'PotatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'PotatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'TomatoSliced', 'obj2': None}, {'action': 'put_in', 'obj1': 'TomatoSliced', 'obj2': 'Bowl'}, {'action': 'pick_up', 'obj1': 'Bowl', 'obj2': None}, {'action': 'open_obj', 'obj1': 'Fridge', 'obj2': None}, {'action': 'put_in', 'obj1': 'Bowl', 'obj2': 'Fridge'}, {'action': 'close_obj', 'obj1': 'Fridge', 'obj2': None}]","['(navigate_to_obj, Lettuce)', '(pick_up, Lettuce)', '(navigate_to_obj, Bowl)', '(put_on, Lettuce, CounterTop)', '(navigate_to_obj, Tomato)', '(pick_up, Tomato)', '(navigate_to_obj, Bowl)', '(put_on, Tomato, CounterTop)', '(navigate_to_obj, Potato)', '(pick_up, Potato)', '(navigate_to_obj, Bowl)', '(put_on, Potato, CounterTop)', '(navigate_to_obj, Knife)', '(pick_up, Knife)', '(navigate_to_obj, Bowl)', '(slice_obj, Lettuce)', '(slice_obj, Potato)', '(slice_obj, Tomato)', '(put_on, Knife, CounterTop)', '(pick_up, LettuceSliced)', '(put_in, LettuceSliced, Bowl)', '(pick_up, PotatoSliced)', '(put_in, PotatoSliced, Bowl)', '(pick_up, TomatoSliced)', '(put_in, TomatoSliced, Bowl)', '(navigate_to_obj, Fridge)', '(open_obj, Fridge)', '(navigate_to_obj, Bowl)', '(pick_up, Bowl)', '(navigate_to_obj, Fridge)', '(put_in, Bowl, Fridge)', '(close_obj, Fridge)']",RSN-PLAN,
